Kh,RivKh,Rech,RMSE,NSE
2.7466666666666666,0.01,18.0,49.33237711224791,-3.070342800207926
2.7466666666666666,0.1,16.0,19.011582395251207,0.39549007813569126
2.7466666666666666,0.1,16.666666666666668,21.54861389736247,0.22338534702176693
2.7466666666666666,0.1,17.333333333333332,24.369275382496806,0.006764731188540596
2.7466666666666666,0.1,18.0,27.43092223010399,-0.25848405934175145
2.7466666666666666,0.2,16.666666666666668,18.77436864424528,0.41048130303893815
2.7466666666666666,0.2,17.333333333333332,20.83078590680951,0.2742647599841509
2.7466666666666666,0.2,18.0,23.279881385453812,0.09358219575245685
2.7466666666666666,0.5,16.666666666666668,17.877584279741864,0.46545463352875405
2.7466666666666666,0.5,18.0,20.32618190434251,0.30899925291971686
2.7466666666666666,1.0,16.0,18.6564429332857,0.41786382330805194
2.7466666666666666,1.0,16.666666666666668,18.493920067759174,0.42796203414250766
2.7466666666666666,1.0,17.333333333333332,18.81776922541633,0.4077525799159031
2.7466666666666666,1.0,18.0,19.60437853754458,0.357204155594936
2.92,0.01,16.0,29.68217100016075,-0.4735274364869324
2.92,0.01,16.666666666666668,33.85837794732067,-0.9173402892359193
2.92,0.01,17.333333333333332,38.171823098608385,-1.436984158832812
2.92,0.01,18.0,42.44071171223801,-2.0125358067597765
2.92,0.1,16.0,16.122019193286743,0.5652838559764503
2.92,0.1,16.666666666666668,18.00748854448996,0.4576580534795849
2.92,0.1,17.333333333333332,20.389567828650147,0.3046828481369733
2.92,0.1,18.0,23.051763649782146,0.11125899678588835
2.92,0.2,16.666666666666668,16.419134659146206,0.5491132941857029
2.92,0.2,17.333333333333332,17.8489428007444,0.4671660398934093
2.92,0.2,18.0,19.698920992110466,0.3509894181478278
2.92,0.5,16.0,17.497595400841508,0.48793671110005066
2.92,0.5,17.333333333333332,17.467116644318388,0.4897190656605902
2.92,0.5,18.0,18.172371024310344,0.44768086242721394
2.92,1.0,16.0,19.56919245077603,0.35950947461426175
2.92,1.0,16.666666666666668,18.756179957806392,0.4116230060593067
2.92,1.0,17.333333333333332,18.378108153878774,0.43510399009538725
2.92,1.0,18.0,18.461777779479053,0.4299487012468356
3.0933333333333333,0.01,16.0,24.3599066858021,0.007528277180977372
3.0933333333333333,0.01,16.666666666666668,28.284042325117472,-0.33798072832073545
3.0933333333333333,0.01,17.333333333333332,32.214821574873454,-0.7357147807050493
3.0933333333333333,0.01,18.0,36.29217073201107,-1.2028899000601734
3.0933333333333333,0.1,16.0,14.36130659329727,0.6550510646380641
3.0933333333333333,0.1,16.666666666666668,15.519258825403199,0.5971820141421397
3.0933333333333333,0.1,17.333333333333332,17.2552200798525,0.5020245797213146
3.0933333333333333,0.1,18.0,19.41492175917474,0.36956808527839047
3.0933333333333333,0.2,16.0,15.180532629064235,0.6145740776178092
3.0933333333333333,0.2,16.666666666666668,15.238516944371856,0.6116240704237387
3.0933333333333333,0.5,16.0,18.418550798170237,0.43261504777415616
3.0933333333333333,0.5,16.666666666666668,17.545535506816893,0.48512695390555927
3.0933333333333333,0.5,17.333333333333332,17.110678337799207,0.510332415205385
3.0933333333333333,0.5,18.0,17.14594424755833,0.5083118794691683
3.0933333333333333,1.0,16.0,21.02429416059141,0.2607186507899658
3.0933333333333333,1.0,16.666666666666668,19.806567120511644,0.3438769104752569
3.0933333333333333,1.0,17.333333333333332,18.898332441025406,0.4026706287053896
3.0933333333333333,1.0,18.0,18.366993751387376,0.4357870400665993
3.2666666666666666,0.01,16.0,19.850399989800817,0.34096963423731974
3.2666666666666666,0.01,16.666666666666668,23.41719477981959,0.08285788244782166
3.2666666666666666,0.01,17.333333333333332,26.9982342067098,-0.21909520229718882
3.2666666666666666,0.01,18.0,30.739363820244627,-0.5803622654582685
3.2666666666666666,0.1,16.0,13.719098100174266,0.6852121043493777
3.2666666666666666,0.1,16.666666666666668,14.024491079708003,0.6710414927319406
3.2666666666666666,0.1,17.333333333333332,15.031536054504958,0.6221028410077962
3.2666666666666666,0.1,18.0,16.613830339365215,0.5383567993232152
3.2666666666666666,0.2,16.666666666666668,15.090057482864747,0.6191546218591433
3.2666666666666666,0.2,17.333333333333332,15.043720902689921,0.6214899314833011
3.2666666666666666,0.2,18.0,15.526214639778003,0.596820842891977
3.2666666666666666,0.5,16.666666666666668,18.576099231331654,0.4228669491856494
3.2666666666666666,0.5,17.333333333333332,17.626860633188702,0.48034292710591275
3.2666666666666666,0.5,18.0,17.079931193430014,0.5120906567251085
3.2666666666666666,1.0,16.0,22.734795214543755,0.13553185516358046
3.2666666666666666,1.0,16.666666666666668,21.247962748920504,0.2449051751732758
3.2666666666666666,1.0,17.333333333333332,20.050076309870864,0.32764450145451207
3.2666666666666666,1.0,18.0,19.067589511275447,0.3919231233307653
3.44,0.01,16.0,16.010198394597236,0.5712932432133331
3.44,0.01,16.666666666666668,19.126959872428596,0.3881305151058232
3.44,0.01,17.333333333333332,22.48260415054646,0.15460411592140466
3.44,0.01,18.0,25.983025728494546,-0.12913624372623422
3.44,0.1,16.0,14.085817354485211,0.6681582640038878
3.44,0.1,16.666666666666668,13.592941475063144,0.6909748718282122
3.44,0.1,18.0,14.650587426429404,0.6410144413988959
3.44,0.2,16.0,16.850267935799156,0.525123669781444
3.44,0.2,16.666666666666668,15.729697162584346,0.5861836707543322
3.44,0.2,18.0,14.855401170633433,0.630907117847096
3.44,0.5,16.666666666666668,19.936352589224544,0.33525005066997926
3.44,0.5,17.333333333333332,18.638938675991792,0.4189556800114582
3.44,1.0,16.0,24.570676713132187,-0.009720414007840406
3.44,1.0,16.666666666666668,22.912973802384705,0.12192862737373333
3.44,1.0,17.333333333333332,21.489041166245382,0.2276734283382984
3.44,1.0,18.0,20.230757558653988,0.3154720391818464
3.6133333333333333,0.01,16.0,13.032831471886768,0.7159175138827002
3.6133333333333333,0.01,16.666666666666668,15.59674669159543,0.5931494206702145
3.6133333333333333,0.01,17.333333333333332,18.49524143951604,0.42788028816194634
3.6133333333333333,0.01,18.0,21.670666585996614,0.214562844639148
3.6133333333333333,0.1,16.0,15.09420541445005,0.618945220710013
3.6133333333333333,0.1,16.666666666666668,14.016624182939667,0.6714104411350901
3.6133333333333333,0.1,17.333333333333332,13.496865189910556,0.6953278752564516
3.6133333333333333,0.1,18.0,13.627943528221715,0.6893813329556646
3.6133333333333333,0.2,16.0,18.40243511974961,0.43360750296335093
3.6133333333333333,0.2,17.333333333333332,15.768536332425839,0.5841375887397927
3.6133333333333333,0.2,18.0,15.017689199421875,0.622798748204012
3.6133333333333333,0.5,16.0,23.229183228247457,0.09752583045878949
3.6133333333333333,0.5,16.666666666666668,21.551499744901825,0.22317732050375916
3.6133333333333333,0.5,17.333333333333332,20.02200696891205,0.3295257277401553
3.6133333333333333,0.5,18.0,18.678358170304456,0.41649537966895334
3.6133333333333333,1.0,16.0,26.40483665576421,-0.16609483468012387
3.6133333333333333,1.0,16.666666666666668,24.70897941342547,-0.021119374000596602
3.6133333333333333,1.0,17.333333333333332,23.127222109046365,0.10543100105843661
3.6133333333333333,1.0,18.0,21.687669037984907,0.21332987875168763
3.7866666666666666,0.01,16.0,11.017661101657229,0.7969767759211394
3.7866666666666666,0.01,16.666666666666668,12.79072890312928,0.7263739194143833
3.7866666666666666,0.01,17.333333333333332,15.19240083554033,0.613971186711495
3.7866666666666666,0.1,16.0,16.45528279342816,0.5471257771777133
3.7866666666666666,0.1,16.666666666666668,15.001395302198917,0.6236168160386164
3.7866666666666666,0.1,17.333333333333332,13.915935453015516,0.6761143456630809
3.7866666666666666,0.1,18.0,13.395960008711652,0.6998664218334737
3.7866666666666666,0.2,16.0,20.022259182008824,0.32950883598121705
3.7866666666666666,0.2,16.666666666666668,18.324556469617804,0.4383912771606855
3.7866666666666666,0.2,17.333333333333332,16.939996913352616,0.5200526977407032
3.7866666666666666,0.5,16.0,24.96794757852806,-0.04263569443326043
3.7866666666666666,0.5,16.666666666666668,23.15035453170914,0.10364056577073488
3.7866666666666666,0.5,17.333333333333332,21.514904062915058,0.22581325949513598
3.7866666666666666,0.5,18.0,20.01688984386615,0.32986839691115943
3.7866666666666666,1.0,16.0,28.122851292952824,-0.32277385385634827
3.7866666666666666,1.0,16.666666666666668,26.418007647151022,-0.16725844388857447
3.7866666666666666,1.0,17.333333333333332,24.7358774979977,-0.02334375604303962
3.7866666666666666,1.0,18.0,23.23776650931708,0.09685877122524345
3.96,0.01,16.0,10.137070052203653,0.8281332769032888
3.96,0.01,16.666666666666668,10.915659316117162,0.8007185628924791
3.96,0.01,17.333333333333332,12.59469626556522,0.7346969161831407
3.96,0.01,18.0,14.830088292185344,0.632163878713318
3.96,0.1,16.0,18.04439012336669,0.45543300360427375
3.96,0.1,16.666666666666668,16.2844430561618,0.5564804980717627
3.96,0.1,17.333333333333332,14.869562883800217,0.6302030669873568
3.96,0.1,18.0,13.84566223698189,0.6793772263011908
3.96,0.2,16.0,21.698728131645833,0.2125273880206282
3.96,0.2,16.666666666666668,19.95169578569626,0.3342264618462658
3.96,0.2,17.333333333333332,18.34533289921066,0.4371170483585304
3.96,0.2,18.0,16.90996977478508,0.5217526592765281
3.96,0.5,16.0,26.71935593264959,-0.1940399889926543
3.96,0.5,16.666666666666668,24.912236113356865,-0.03798797904253726
3.96,0.5,17.333333333333332,23.09670038230221,0.10779062501783054
3.96,0.5,18.0,21.52583538602935,0.22502635983674601
3.96,1.0,16.0,29.843210622582273,-0.4895599580675749
3.96,1.0,16.666666666666668,28.130378350551332,-0.32348202724326436
3.96,1.0,17.333333333333332,26.45834832492556,-0.17082600654645552
3.96,1.0,18.0,24.86432691718523,-0.03399946898438322
4.133333333333333,0.01,16.0,10.417488981869681,0.818493157956358
4.133333333333333,0.01,16.666666666666668,10.095993473095056,0.8295233025531208
4.133333333333333,0.01,17.333333333333332,10.824407809676076,0.80403649751777
4.133333333333333,0.01,18.0,12.391488616548695,0.7431888558839519
4.133333333333333,0.1,16.0,19.731347081005527,0.34885100704899286
4.133333333333333,0.1,16.666666666666668,17.840296551898433,0.467682137593596
4.133333333333333,0.1,17.333333333333332,16.212000596371556,0.5604177746632037
4.133333333333333,0.1,18.0,14.814783483483223,0.6329227085225456
4.133333333333333,0.2,16.666666666666668,21.562673054304806,0.22237162899932583
4.133333333333333,0.2,17.333333333333332,19.832358235521077,0.34216705701677763
4.133333333333333,0.5,16.0,28.280726650378377,-0.33766704975795925
4.133333333333333,0.5,16.666666666666668,26.505950519050153,-0.17504274922550755
4.133333333333333,0.5,17.333333333333332,24.69022825893144,-0.019570147574384356
4.133333333333333,0.5,18.0,23.038300394877602,0.11229682215186854
4.133333333333333,1.0,16.0,31.472062235801207,-0.6565986531993742
4.133333333333333,1.0,16.666666666666668,29.70702684277744,-0.4759963327988761
4.133333333333333,1.0,17.333333333333332,28.059342613452404,-0.31680626796806255
4.133333333333333,1.0,18.0,26.436721909474052,-0.16891277893034484
4.306666666666667,0.01,16.0,11.457949348700975,0.7804261093280089
4.306666666666667,0.01,16.666666666666668,10.31230888321613,0.8221398202151236
4.306666666666667,0.01,17.333333333333332,10.030556695597232,0.8317260167211953
4.306666666666667,0.01,18.0,10.73959232350293,0.807095440506477
4.306666666666667,0.1,16.0,21.376567990072108,0.23573695192196553
4.306666666666667,0.1,16.666666666666668,19.427623863532645,0.3687429022975999
4.306666666666667,0.1,17.333333333333332,17.589410081553343,0.48254873904992723
4.306666666666667,0.1,18.0,16.046440170691284,0.569350146779573
4.306666666666667,0.2,16.666666666666668,23.160658338916974,0.1028424812181632
4.306666666666667,0.2,17.333333333333332,21.383765271787617,0.23522222547324345
4.306666666666667,0.2,18.0,19.659163122679814,0.3536065400610393
4.306666666666667,0.5,16.0,29.820812844413066,-0.48732492281762996
4.306666666666667,0.5,16.666666666666668,28.045145353037704,-0.31547406912295584
4.306666666666667,0.5,17.333333333333332,26.212824113762107,-0.1491971175762561
4.306666666666667,0.5,18.0,24.513996704935522,-0.005067310523011681
4.306666666666667,1.0,16.0,32.966533415576166,-0.8176634067680641
4.306666666666667,1.0,16.666666666666668,31.373522969069615,-0.6462412471631467
4.306666666666667,1.0,17.333333333333332,29.717813123971883,-0.4770683621102907
4.306666666666667,1.0,18.0,27.97642494798556,-0.3090352253198285
4.48,0.01,16.0,13.00277599612047,0.7172262684895243
4.48,0.01,16.666666666666668,11.31877357369978,0.7857278903739113
4.48,0.01,17.333333333333332,10.247490402928085,0.8243686895862321
4.48,0.01,18.0,9.994238185946204,0.832942379147085
4.48,0.1,16.0,22.988933770792308,0.1160970987624319
4.48,0.1,16.666666666666668,21.074410389541992,0.2571899566371417
4.48,0.1,17.333333333333332,19.18686851094481,0.3842915700121179
4.48,0.1,18.0,17.47952732815667,0.48899368146547684
4.48,0.2,16.0,26.664893994414708,-0.18917733755788047
4.48,0.2,16.666666666666668,24.809560240009905,-0.02944946853432473
4.48,0.2,17.333333333333332,22.88559896748844,0.1240254918098399
4.48,0.2,18.0,21.24011963980154,0.24546251783710527
4.48,0.5,16.0,31.316042594882134,-0.6402145169869824
4.48,0.5,17.333333333333332,27.753844514346266,-0.2882887163438834
4.48,0.5,18.0,26.03617056810174,-0.13375996493288733
4.48,1.0,16.0,34.43644333032575,-0.9833688204740036
4.48,1.0,16.666666666666668,32.848409516527205,-0.8046608372620694
4.48,1.0,17.333333333333332,31.202033904689316,-0.6282935780063779
4.48,1.0,18.0,29.489446684830735,-0.45445453106578215
4.653333333333333,0.01,16.0,14.704941926632323,0.6383457870648399
4.653333333333333,0.01,16.666666666666668,12.721348920468179,0.7293342957175657
4.653333333333333,0.01,17.333333333333332,11.142392952658678,0.7923538696970766
4.653333333333333,0.01,18.0,10.160394171059801,0.8273414797580618
4.653333333333333,0.1,16.0,24.71426935854256,-0.02155664367307586
4.653333333333333,0.1,16.666666666666668,22.71259594925694,0.13721924123775975
4.653333333333333,0.1,17.333333333333332,20.71323205085061,0.2824326950733399
4.653333333333333,0.1,18.0,18.957120421627717,0.3989485642519206
4.653333333333333,0.2,16.0,28.174270493683352,-0.3276153368949384
4.653333333333333,0.2,16.666666666666668,26.381722156914297,-0.16405415549823776
4.653333333333333,0.2,17.333333333333332,24.395662659085275,0.004612597988421063
4.653333333333333,0.2,18.0,22.69277905634099,0.1387241484746211
4.653333333333333,0.5,16.0,32.72606888017739,-0.7912433101647998
4.653333333333333,0.5,16.666666666666668,30.970433673880926,-0.6042109435568892
4.653333333333333,0.5,17.333333333333332,29.212725622046154,-0.4272861793430609
4.653333333333333,0.5,18.0,27.53876467730019,-0.2683987666735259
4.653333333333333,1.0,16.0,35.863349515806505,-1.1511396172256312
4.653333333333333,1.0,16.666666666666668,34.15533645348728,-0.951120251838039
4.653333333333333,1.0,17.333333333333332,32.5040621625227,-0.7670229125747194
4.653333333333333,1.0,18.0,31.026899801884092,-0.6100659573192615
4.826666666666666,0.01,16.0,16.472073280660613,0.5462011065549051
4.826666666666666,0.01,16.666666666666668,14.334820538883816,0.6563222458220563
4.826666666666666,0.01,17.333333333333332,12.455762202840662,0.7405178319585731
4.826666666666666,0.01,18.0,10.981699946469716,0.7982999305568145
4.826666666666666,0.1,16.0,26.20581938118614,-0.14858301030626064
4.826666666666666,0.1,16.666666666666668,24.17566406323658,0.022484335469700967
4.826666666666666,0.1,17.333333333333332,22.286639653354495,0.16927728957960175
4.826666666666666,0.1,18.0,20.43452650723411,0.3016131406170186
4.826666666666666,0.2,16.0,29.66552945538675,-0.47187560996476874
4.826666666666666,0.2,16.666666666666668,27.822057834166646,-0.2946292032544824
4.826666666666666,0.2,17.333333333333332,25.924887247581612,-0.12408888526739115
4.826666666666666,0.2,18.0,24.124643153877198,0.02660592738230927
4.826666666666666,0.5,16.0,34.08315568732196,-0.9428823272794364
4.826666666666666,0.5,16.666666666666668,32.31599950366442,-0.7466347112710439
4.826666666666666,0.5,17.333333333333332,30.628591224095548,-0.5689927779973294
4.826666666666666,0.5,18.0,28.88926499081638,-0.39585364905111686
4.826666666666666,1.0,16.0,37.1257983748802,-1.305252515829221
4.826666666666666,1.0,16.666666666666668,35.50766444132346,-1.1086821181025717
4.826666666666666,1.0,17.333333333333332,33.908622591245134,-0.9230350428324852
4.826666666666666,1.0,18.0,32.36126830950807,-0.751531570337236
5.0,0.01,16.0,18.235337916566337,0.4438466823089322
5.0,0.01,16.666666666666668,16.035841152277694,0.5699188658489398
5.0,0.01,17.333333333333332,14.00023124361421,0.672178585982419
5.0,0.01,18.0,12.223312788429007,0.7501123736702842
5.0,0.1,16.0,27.700897089284087,-0.28337793687434987
5.0,0.1,16.666666666666668,25.732687996988133,-0.10748336037058914
5.0,0.1,17.333333333333332,23.79412987286228,0.0530946799070624
5.0,0.1,18.0,21.93807981068209,0.1950588582755175
5.0,0.2,16.0,31.060137728365905,-0.6135174087166329
5.0,0.2,16.666666666666668,29.24209962674382,-0.43015795445684035
5.0,0.2,17.333333333333332,27.425536930269683,-0.2579899710518492
5.0,0.2,18.0,25.5843667857614,-0.09475325824679626
5.0,0.5,16.0,35.409738653336966,-1.0970671826680243
5.0,0.5,16.666666666666668,33.59803656247707,-0.8879682996612728
5.0,0.5,17.333333333333332,31.903621750409215,-0.702342244378185
5.0,0.5,18.0,30.33925864816355,-0.5394898503676067
5.0,1.0,16.0,38.32765822601178,-1.4569225793852638
5.0,1.0,16.666666666666668,36.724832453736305,-1.2557270495340358
5.0,1.0,17.333333333333332,35.193103720389004,-1.071486179250508
5.0,1.0,18.0,33.65625205030679,-0.8945165522833238
